ticker,date,selected_candidate,selection_data_cutoff,validation_start_date,validation_end_date,available_prior_sessions,selection_mode,selection_score,bar_data_start,bar_data_end,status,net_return,gross_return,cost_fraction_of_day_start_equity,slippage_cost_fraction,commission_cost_fraction,max_drawdown,trade_count,fill_count,turnover,exposed_bars,ml_model_train_sessions,ml_model_train_last_date
TSLA,2026-09-01,flat,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,fixed_external_daily_choices,,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
TSLA,2026-09-02,flat,2026-09-01T16:00:00-0400,2026-08-28,2026-09-01,27,fixed_external_daily_choices,,2026-09-02T09:30:00-04:00,2026-09-02T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
TSLA,2026-09-03,ml_ridge,2026-09-02T16:00:00-0400,2026-08-31,2026-09-02,28,fixed_external_daily_choices,,2026-09-03T09:30:00-04:00,2026-09-03T16:00:00-04:00,ok,-0.0972437643970121,-0.06787369312608704,0.030175642263605897,0.030175642263605893,0.0,-0.09898692692477107,32,33,64.0,77,28,2026-09-02
TSLA,2026-09-04,reversal_3,2026-09-03T16:00:00-0400,2026-09-01,2026-09-03,29,fixed_external_daily_choices,,2026-09-04T09:30:00-04:00,2026-09-04T16:00:00-04:00,ok,0.016822417261302958,0.045710173656019926,0.028375339847094012,0.028375339847094012,0.0,-0.008771369108678262,28,29,56.0,74,0,
TSLA,2026-09-08,reversal_3,2026-09-04T16:00:00-0400,2026-09-02,2026-09-04,30,fixed_external_daily_choices,,2026-09-08T09:30:00-04:00,2026-09-08T16:00:00-04:00,ok,-1.0958738078437058e-05,0.02224357827416945,0.022010938671543367,0.022010938671543367,0.0,-0.012934949079052016,22,23,44.0,74,0,
TSLA,2026-09-09,reversal_3,2026-09-08T16:00:00-0400,2026-09-03,2026-09-08,31,fixed_external_daily_choices,,2026-09-09T09:30:00-04:00,2026-09-09T16:00:00-04:00,ok,-0.025474711228011038,-0.004783077583782602,0.020676917774107153,0.020676917774107153,0.0,-0.025474711228011038,21,22,42.0,74,0,
TSLA,2026-09-10,reversal_3,2026-09-09T16:00:00-0400,2026-09-04,2026-09-09,32,fixed_external_daily_choices,,2026-09-10T09:30:00-04:00,2026-09-10T16:00:00-04:00,ok,-0.018187265207147973,0.009705871909477803,0.0276504791238343,0.0276504791238343,0.0,-0.02219047044461875,28,29,56.0,74,0,
TSLA,2026-09-11,ml_ridge,2026-09-10T16:00:00-0400,2026-09-08,2026-09-10,33,fixed_external_daily_choices,,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,ok,-0.04251724953766933,-0.02609285918015014,0.016603120957284424,0.016603120957284424,0.0,-0.043578458582752666,17,18,34.0,77,33,2026-09-10
MSTR,2026-08-31,ml_ridge,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,fixed_external_daily_choices,,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,ok,-0.010596602049290249,0.009400520505188359,0.020011660596844786,0.020011660596844786,0.0,-0.03168561362733324,20,21,40.0,77,25,2026-08-28
MSTR,2026-09-01,ml_ridge,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,fixed_external_daily_choices,,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,ok,-0.01698498720823216,0.002883017818237965,0.02003014233214037,0.02003014233214037,0.0,-0.05348085844817785,20,21,40.0,77,26,2026-08-31
MSTR,2026-09-02,trend_12,2026-09-01T16:00:00-0400,2026-08-28,2026-09-01,27,fixed_external_daily_choices,,2026-09-02T09:30:00-04:00,2026-09-02T16:00:00-04:00,ok,-0.009685794554881388,-0.0007284887412500884,0.009015779672496933,0.009015779672496933,0.0,-0.03232556598592573,9,10,18.0,65,0,
MSTR,2026-09-03,trend_12,2026-09-02T16:00:00-0400,2026-08-31,2026-09-02,28,fixed_external_daily_choices,,2026-09-03T09:30:00-04:00,2026-09-03T16:00:00-04:00,ok,0.05876256969346283,0.061944954829500354,0.003108813020778481,0.003108813020778481,0.0,-0.009885404154533761,3,4,6.0,65,0,
MSTR,2026-09-04,trend_12,2026-09-03T16:00:00-0400,2026-09-01,2026-09-03,29,fixed_external_daily_choices,,2026-09-04T09:30:00-04:00,2026-09-04T16:00:00-04:00,ok,-0.013291821820984318,-0.005362765077976617,0.007881890376828531,0.007881890376828531,0.0,-0.024303781407706615,8,9,16.0,65,0,
MSTR,2026-09-08,trend_12,2026-09-04T16:00:00-0400,2026-09-02,2026-09-04,30,fixed_external_daily_choices,,2026-09-08T09:30:00-04:00,2026-09-08T16:00:00-04:00,ok,-0.02631415978652063,-0.013567440502071149,0.012786281944189128,0.012786281944189126,0.0,-0.02790340181558537,13,14,26.0,65,0,
MSTR,2026-09-09,ml_ridge,2026-09-08T16:00:00-0400,2026-09-03,2026-09-08,31,fixed_external_daily_choices,,2026-09-09T09:30:00-04:00,2026-09-09T16:00:00-04:00,ok,-0.04415282849849067,-0.026783277681076467,0.017481430042207643,0.017481430042207643,0.0,-0.05269670032247742,18,19,36.0,77,31,2026-09-08
MSTR,2026-09-10,flat,2026-09-09T16:00:00-0400,2026-09-04,2026-09-09,32,fixed_external_daily_choices,,2026-09-10T09:30:00-04:00,2026-09-10T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
MSTR,2026-09-11,flat,2026-09-10T16:00:00-0400,2026-09-08,2026-09-10,33,fixed_external_daily_choices,,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
NVDA,2026-08-31,trend_12,2026-08-28T16:00:00-0400,2026-08-26,2026-08-28,25,fixed_external_daily_choices,,2026-08-31T09:30:00-04:00,2026-08-31T16:00:00-04:00,ok,-0.02690638404492951,-0.012193038276950952,0.014711375709539551,0.014711375709539551,0.0,-0.032370062247870424,15,17,30.0,64,0,
NVDA,2026-09-01,trend_3,2026-08-31T16:00:00-0400,2026-08-27,2026-08-31,26,fixed_external_daily_choices,,2026-09-01T09:30:00-04:00,2026-09-01T16:00:00-04:00,ok,-0.021420276204241473,0.0003578011386522473,0.021849447020447638,0.021849447020447634,0.0,-0.027751410157636935,22,23,44.0,74,0,
NVDA,2026-09-02,trend_3,2026-09-01T16:00:00-0400,2026-08-28,2026-09-01,27,fixed_external_daily_choices,,2026-09-02T09:30:00-04:00,2026-09-02T16:00:00-04:00,ok,-0.019921831142563406,0.002892486253115889,0.022751127262291837,0.022751127262291834,0.0,-0.02155901040616104,23,24,46.0,74,0,
NVDA,2026-09-03,trend_12,2026-09-02T16:00:00-0400,2026-08-31,2026-09-02,28,fixed_external_daily_choices,,2026-09-03T09:30:00-04:00,2026-09-03T16:00:00-04:00,ok,-0.016040218371770276,-0.003159000831569503,0.012803515608007212,0.012803515608007212,0.0,-0.024004784471415408,13,14,26.0,65,0,
NVDA,2026-09-04,trend_12,2026-09-03T16:00:00-0400,2026-09-01,2026-09-03,29,fixed_external_daily_choices,,2026-09-04T09:30:00-04:00,2026-09-04T16:00:00-04:00,ok,-0.015475076868038617,-0.008556000910077133,0.006965957570608906,0.006965957570608907,0.0,-0.022608316862455347,7,8,14.0,65,0,
NVDA,2026-09-08,flat,2026-09-04T16:00:00-0400,2026-09-02,2026-09-04,30,fixed_external_daily_choices,,2026-09-08T09:30:00-04:00,2026-09-08T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
NVDA,2026-09-09,flat,2026-09-08T16:00:00-0400,2026-09-03,2026-09-08,31,fixed_external_daily_choices,,2026-09-09T09:30:00-04:00,2026-09-09T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
NVDA,2026-09-10,flat,2026-09-09T16:00:00-0400,2026-09-04,2026-09-09,32,fixed_external_daily_choices,,2026-09-10T09:30:00-04:00,2026-09-10T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
NVDA,2026-09-11,flat,2026-09-10T16:00:00-0400,2026-09-08,2026-09-10,33,fixed_external_daily_choices,,2026-09-11T09:30:00-04:00,2026-09-11T16:00:00-04:00,ok,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,
