day,symbol,eligible,reason,last_price,adv,history_start,history_end,sessions,dollar_volume_method,instrument_admitted,market_cap,metadata_known_at,membership_basis
2026-09-02,SMCI,False,small_or_unknown_market_cap,36.720001220703125,1735286645.3027554,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,26344310784,2026-09-13T19:07:20.745942+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,SNDK,True,admitted,1536.989990234375,18407285437.12107,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,239153479680,2026-09-13T19:07:20.750549+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,TSLA,True,admitted,356.1199951171875,10594368570.012281,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,1443322658816,2026-09-13T19:07:20.861480+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,TSM,True,admitted,414.0,3492611243.317084,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,2246988005376,2026-09-13T19:07:20.932748+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,UBER,True,admitted,75.25499725341797,1225039165.912024,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,146390286336,2026-09-13T19:07:20.959860+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,UNH,True,admitted,396.3699951171875,1185507536.4195435,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,340269203456,2026-09-13T19:07:21.027665+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,V,True,admitted,372.7099914550781,1414859483.4673584,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,691647676416,2026-09-13T19:07:21.073699+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,WMT,True,admitted,105.94000244140625,2297149425.1428385,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,852708163584,2026-09-13T19:07:21.142965+00:00,contemporary_selected_panel_not_historical_proof
2026-09-02,XOM,True,admitted,164.57000732421875,1570807528.227417,2026-08-05,2026-09-01,20,sum_5min_close_times_volume_proxy,True,682536271872,2026-09-13T19:07:21.171450+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,AAPL,True,admitted,324.989990234375,9160958989.489382,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,4849207869440,2026-09-13T19:07:19.364156+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,AMD,True,admitted,456.29998779296875,7671913056.565971,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,842569351168,2026-09-13T19:07:19.365309+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,AMZN,True,admitted,254.97000122070312,6917624209.010211,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,2769709432832,2026-09-13T19:07:19.367841+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,AVGO,True,admitted,367.7699890136719,5648549746.125033,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,1728006324224,2026-09-13T19:07:19.368706+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,COIN,False,small_or_unknown_market_cap,175.0,1382655982.514335,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,46240059392,2026-09-13T19:07:19.727845+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,COST,True,admitted,928.469970703125,1122835872.7228394,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,401246322688,2026-09-13T19:07:19.751088+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,CRM,True,admitted,257.2200012207031,2848384200.2580147,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,203873566720,2026-09-13T19:07:19.756829+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,GOOGL,True,admitted,337.1300048828125,5601652451.384798,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,4139833098240,2026-09-13T19:07:19.761979+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,HOOD,True,admitted,107.0199966430664,1677055871.1176143,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,101209694208,2026-09-13T19:07:19.896464+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,INTC,True,admitted,90.04000091552734,7884179354.391622,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,544151666688,2026-09-13T19:07:19.928326+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,JNJ,True,admitted,275.30999755859375,1141851305.120053,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,640020840448,2026-09-13T19:07:19.944521+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,JPM,True,admitted,356.4599914550781,1306932025.3280702,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,946925731840,2026-09-13T19:07:19.997855+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,MA,True,admitted,588.1900024414062,1176350067.593036,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,498616074240,2026-09-13T19:07:20.108974+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,MARA,False,small_or_unknown_market_cap,10.470000267028809,480278307.21859705,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,4627865600,2026-09-13T19:07:20.132453+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,META,True,admitted,592.9000244140625,7522888465.221972,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,1650860490752,2026-09-13T19:07:20.248934+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,MSFT,True,admitted,496.80999755859375,8491411518.692549,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,3680323239936,2026-09-13T19:07:20.272286+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,MSTR,True,admitted,123.23999786376953,2622515234.2229166,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,52031979520,2026-09-13T19:07:20.321485+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,MU,True,admitted,954.75,23606457618.59261,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,1101452017664,2026-09-13T19:07:20.369691+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,NFLX,True,admitted,82.72000122070312,1710022658.8385358,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,322288943104,2026-09-13T19:07:20.486151+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,NVDA,True,admitted,224.39999389648438,22429633562.388878,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,5271048421376,2026-09-13T19:07:20.541350+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,ORCL,True,admitted,145.77000427246094,2787555656.1406164,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,432877174784,2026-09-13T19:07:20.552533+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,PG,True,admitted,147.64500427246094,894408753.2105964,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,337414619136,2026-09-13T19:07:20.557477+00:00,contemporary_selected_panel_not_historical_proof
2026-09-03,PLTR,True,admitted,169.4600067138672,5374141944.438683,2026-08-06,2026-09-02,20,sum_5min_close_times_volume_proxy,True,401863442432,2026-09-13T19:07:20.707534+00:00,contemporary_selected_panel_not_historical_proof
