feature,horizon_minutes,rows,pearson,spearman,min_time,max_time
volume_x_return,5,75,-0.0636759201495508,-0.010355618776671408,2026-09-14T09:55:00-04:00,2026-09-14T11:25:00-04:00
volume_x_return,15,73,-0.05759325185558637,-0.08546217450327041,2026-09-14T09:55:00-04:00,2026-09-14T11:25:00-04:00
volume_x_return,30,70,-0.04584997316707471,-0.09288776135071297,2026-09-14T09:55:00-04:00,2026-09-14T11:25:00-04:00
volume_x_return,60,64,0.11188774921508016,0.11689560439560438,2026-09-14T09:55:00-04:00,2026-09-14T11:25:00-04:00
volume_x_efficiency,5,64,0.014949628194328978,0.024587912087912087,2026-09-14T13:35:00-04:00,2026-09-14T13:05:00-04:00
volume_x_efficiency,15,62,0.11555123112856536,0.09037798091208984,2026-09-14T13:35:00-04:00,2026-09-14T13:05:00-04:00
volume_x_efficiency,30,59,0.034065101924310115,0.047632963179427244,2026-09-14T13:35:00-04:00,2026-09-14T13:05:00-04:00
volume_x_efficiency,60,53,0.08148244101089176,0.18561522335107242,2026-09-14T13:35:00-04:00,2026-09-14T13:05:00-04:00
overnight_gap,5,76,-4.1190494366744664e-17,,2026-09-14T09:30:00-04:00,2026-09-14T09:30:00-04:00
overnight_gap,15,74,9.427394612984327e-18,,2026-09-14T09:30:00-04:00,2026-09-14T09:30:00-04:00
overnight_gap,30,71,2.2277283191238665e-18,,2026-09-14T09:30:00-04:00,2026-09-14T09:30:00-04:00
overnight_gap,60,65,,,2026-09-14T09:30:00-04:00,2026-09-14T09:30:00-04:00
session_fraction,5,76,-0.12452854919400726,-0.10310321257689678,2026-09-14T09:30:00-04:00,2026-09-14T15:45:00-04:00
session_fraction,15,74,-0.2231035047099958,-0.1168604220659015,2026-09-14T09:30:00-04:00,2026-09-14T15:35:00-04:00
session_fraction,30,71,-0.23613354619531013,-0.19332662642521797,2026-09-14T09:30:00-04:00,2026-09-14T15:20:00-04:00
session_fraction,60,65,-0.11570717109207491,-0.11761363636363636,2026-09-14T09:30:00-04:00,2026-09-14T14:50:00-04:00
l1_spread_bps,5,76,-0.11294189324857729,0.02531801311072891,2026-09-14T15:10:00-04:00,2026-09-14T09:30:00-04:00
l1_spread_bps,15,74,0.25189988840536137,0.2186021370081181,2026-09-14T15:10:00-04:00,2026-09-14T09:30:00-04:00
l1_spread_bps,30,71,0.16183166988835349,0.14332782803847122,2026-09-14T15:10:00-04:00,2026-09-14T09:30:00-04:00
l1_spread_bps,60,65,-0.060486364632931194,-0.06394300637407907,2026-09-14T12:50:00-04:00,2026-09-14T09:30:00-04:00
l1_quote_imbalance,5,76,0.09276957289913984,0.1149243122211434,2026-09-14T11:40:00-04:00,2026-09-14T11:10:00-04:00
l1_quote_imbalance,15,74,-0.005108659427705908,0.02709380258308999,2026-09-14T11:40:00-04:00,2026-09-14T11:10:00-04:00
l1_quote_imbalance,30,71,-0.09785662689173659,-0.10860309859219655,2026-09-14T11:40:00-04:00,2026-09-14T11:10:00-04:00
l1_quote_imbalance,60,65,-0.14037783369548723,-0.12757658011972337,2026-09-14T11:40:00-04:00,2026-09-14T11:10:00-04:00
l1_microprice_bps,5,76,0.07579366113616315,0.11896244011483738,2026-09-14T11:50:00-04:00,2026-09-14T11:10:00-04:00
l1_microprice_bps,15,74,0.016787717641580723,0.030889844808902705,2026-09-14T11:50:00-04:00,2026-09-14T11:10:00-04:00
l1_microprice_bps,30,71,-0.05664423706714605,-0.09938394410017506,2026-09-14T11:50:00-04:00,2026-09-14T11:10:00-04:00
l1_microprice_bps,60,65,-0.14740914548241682,-0.051566324566477896,2026-09-14T11:50:00-04:00,2026-09-14T11:10:00-04:00
l1_ofi_normalized,5,76,0.16212002230029052,0.09296666214443843,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_normalized,15,74,0.2829333133495519,0.2561926563050607,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_normalized,30,71,0.3459144287913102,0.3239875923184462,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_normalized,60,65,0.4205512021365288,0.38879297240282545,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_signed_trade_imbalance,5,55,0.02429912789918469,0.022364893363853833,2026-09-14T09:50:00-04:00,2026-09-14T10:05:00-04:00
l1_signed_trade_imbalance,15,53,-0.11646233209403181,-0.14898792792645327,2026-09-14T09:50:00-04:00,2026-09-14T10:05:00-04:00
l1_signed_trade_imbalance,30,51,-0.10569962640236942,-0.21405050698509526,2026-09-14T09:50:00-04:00,2026-09-14T10:05:00-04:00
l1_signed_trade_imbalance,60,45,-0.04419196721584447,-0.13173454488344932,2026-09-14T09:50:00-04:00,2026-09-14T10:05:00-04:00
l1_quote_updates,5,76,0.3485693362622067,0.1376095367119251,2026-09-14T14:40:00-04:00,2026-09-14T09:35:00-04:00
l1_quote_updates,15,74,0.26019750961981153,0.06454001540900871,2026-09-14T14:40:00-04:00,2026-09-14T09:35:00-04:00
l1_quote_updates,30,71,0.29324196794465723,0.07238491268625179,2026-09-14T14:40:00-04:00,2026-09-14T09:35:00-04:00
l1_quote_updates,60,65,0.03421910867407015,0.004458041958041958,2026-09-14T14:40:00-04:00,2026-09-14T09:35:00-04:00
l1_ofi_raw,5,76,0.15872521151861455,0.090794124238282,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_raw,15,74,0.2967891586996757,0.26483112158681876,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_raw,30,71,0.357807511131824,0.3320924321735786,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_raw,60,65,0.433264028575746,0.39266981529536166,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_mean_half_depth,5,76,-0.045570310646552925,0.09287764866712235,2026-09-14T12:45:00-04:00,2026-09-14T09:30:00-04:00
l1_mean_half_depth,15,74,0.38908013004658104,0.3051758607922991,2026-09-14T12:45:00-04:00,2026-09-14T09:30:00-04:00
l1_mean_half_depth,30,71,0.2911302336181018,0.35761234071093223,2026-09-14T12:45:00-04:00,2026-09-14T09:30:00-04:00
l1_mean_half_depth,60,65,0.4803019847483348,0.5558566433566433,2026-09-14T12:45:00-04:00,2026-09-14T09:30:00-04:00
l1_ofi_depth,5,76,0.156700152803016,0.10116268737548266,2026-09-14T10:20:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_depth,15,74,0.27971640146077154,0.2581433405723532,2026-09-14T10:20:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_depth,30,71,0.35068971570078145,0.3203413844963726,2026-09-14T10:20:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_depth,60,65,0.4297309538086225,0.3842917864279496,2026-09-14T10:20:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_spread,5,76,0.038991965590628334,0.07578999173103729,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_spread,15,74,0.20313176039191455,0.25059052640839824,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_spread,30,71,0.2596295321225049,0.32369486666854086,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_spread,60,65,0.3520762203267972,0.3998513970015464,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_session_sin,5,76,0.06395481522465811,0.10067260899481288,2026-09-14T10:20:00-04:00,2026-09-14T10:55:00-04:00
l1_ofi_x_session_sin,15,74,0.17200660279097912,0.13395435635217132,2026-09-14T10:20:00-04:00,2026-09-14T10:55:00-04:00
l1_ofi_x_session_sin,30,71,0.24337803319873946,0.1442033603547395,2026-09-14T10:20:00-04:00,2026-09-14T10:55:00-04:00
l1_ofi_x_session_sin,60,65,0.20685949949013752,0.03501027146138896,2026-09-14T10:20:00-04:00,2026-09-14T10:55:00-04:00
l1_ofi_x_session_cos,5,76,0.13937268221275154,-0.03745753559578683,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_session_cos,15,74,0.19994288074549915,0.0992972920967029,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_session_cos,30,71,0.2995137716445239,0.16269418758274287,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
l1_ofi_x_session_cos,60,65,0.26906098244420373,0.11982211344807778,2026-09-14T10:05:00-04:00,2026-09-14T09:55:00-04:00
